publication_vintage_date,reference_date,age_group_id,times_proceeded_id,jurisdiction_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_age_group,raw_times_proceeded,raw_jurisdiction,raw_statistic_basis
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,2_d4735e3a,VICTORIA_8abba993,NUMBER_a081e07b,published-value,published-unit,226,observed,226,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R38C3,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,2,Victoria,Number
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,2_d4735e3a,VICTORIA_8abba993,PROPORTION_13745b70,published-value,published-unit,10.1,observed,10.1,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R38C10,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,2,Victoria,Proportion (%)
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,3_4e074085,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,NUMBER_a081e07b,published-value,published-unit,0,observed,0,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R123C4,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,3,Australian Capital Territory,Number
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,3_4e074085,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,PROPORTION_13745b70,published-value,published-unit,0,observed,0,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R123C11,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,3,Australian Capital Territory,Proportion (%)
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,3_4e074085,NEW_SOUTH_WALES_92f089b8,NUMBER_a081e07b,published-value,published-unit,179,observed,179,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R21C4,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,3,New South Wales,Number
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,3_4e074085,NEW_SOUTH_WALES_92f089b8,PROPORTION_13745b70,published-value,published-unit,4.2,observed,4.2,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R21C11,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,3,New South Wales,Proportion (%)
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,3_4e074085,NORTHERN_TERRITORY_a1d418fe,NUMBER_a081e07b,published-value,published-unit,12,observed,12,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R106C4,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,3,Northern Territory,Number
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,3_4e074085,NORTHERN_TERRITORY_a1d418fe,PROPORTION_13745b70,published-value,published-unit,5.4,observed,5.4,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R106C11,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,3,Northern Territory,Proportion (%)
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,3_4e074085,QUEENSLAND_8f0791ed,NUMBER_a081e07b,published-value,published-unit,97,observed,97,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R55C4,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,3,Queensland,Number
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,3_4e074085,QUEENSLAND_8f0791ed,PROPORTION_13745b70,published-value,published-unit,4.2,observed,4.2,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R55C11,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,3,Queensland,Proportion (%)
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,3_4e074085,SOUTH_AUSTRALIA_0abd141a,NUMBER_a081e07b,published-value,published-unit,22,observed,22,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R72C4,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,3,South Australia,Number
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,3_4e074085,SOUTH_AUSTRALIA_0abd141a,PROPORTION_13745b70,published-value,published-unit,2.4,observed,2.4,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R72C11,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,3,South Australia,Proportion (%)
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,3_4e074085,TASMANIA_412e51e6,NUMBER_a081e07b,published-value,published-unit,9,observed,9,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R89C4,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,3,Tasmania,Number
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,3_4e074085,TASMANIA_412e51e6,PROPORTION_13745b70,published-value,published-unit,3.7,observed,3.7,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R89C11,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,3,Tasmania,Proportion (%)
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,3_4e074085,VICTORIA_8abba993,NUMBER_a081e07b,published-value,published-unit,78,observed,78,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R38C4,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,3,Victoria,Number
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,3_4e074085,VICTORIA_8abba993,PROPORTION_13745b70,published-value,published-unit,3.5,observed,3.5,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R38C11,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,3,Victoria,Proportion (%)
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,4_4b227777,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,NUMBER_a081e07b,published-value,published-unit,0,observed,0,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R123C5,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,4,Australian Capital Territory,Number
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,4_4b227777,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,PROPORTION_13745b70,published-value,published-unit,0,observed,0,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R123C12,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,4,Australian Capital Territory,Proportion (%)
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,4_4b227777,NEW_SOUTH_WALES_92f089b8,NUMBER_a081e07b,published-value,published-unit,81,observed,81,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R21C5,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,4,New South Wales,Number
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,4_4b227777,NEW_SOUTH_WALES_92f089b8,PROPORTION_13745b70,published-value,published-unit,1.9,observed,1.9,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R21C12,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,4,New South Wales,Proportion (%)
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,4_4b227777,NORTHERN_TERRITORY_a1d418fe,NUMBER_a081e07b,published-value,published-unit,0,observed,0,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R106C5,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,4,Northern Territory,Number
2023-06-30,2023-06-30,55_59_YEARS_6b99c17f,4_4b227777,NORTHERN_TERRITORY_a1d418fe,PROPORTION_13745b70,published-value,published-unit,0,observed,0,sha256:33195499e9b74131265781522d87366049161f76b60971aa8a212dff7d3b10c3,Table 17,R106C12,sha256:32da8c8d2378c37f9389b98a07687e710d369ad7247829227ecf1a3b1c8efba0,RecipeV01,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,sha256:c8613dda4ef4184a1363cfd53b52fd0eb9e11e455a4a05ab05a0cf4e8bb4892b,recorded-crime-offenders,sha256:635e3314635cead3b7b07ebc4e391a37e69282fb69f9c05e9d23bd1826716650,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:ad8666bdaafd3d24b8d446f522eff24972ccc6fe98ce70f32cb9ad940ec0feb5,sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3d87881675a1bf87913785eac9bdba3d4a00cf55397c3bcbffad6207b52d590,55–59 years,4,Northern Territory,Proportion (%)
